generated_utc,git_commit,pytest_label,nodeid,test_file,test_class,test_name,outcome,duration_ms,exception_type,exception_message,first_project_frame,markers
2026-09-21T22:01:14.198088+00:00,b4a639311,full,tests/dom/class/test_store_surface_no_rent_panel.py::test_DOM_CLASS_001__store_surface_does_not_mount_rent_cwi_panel,tests/dom/class/test_store_surface_no_rent_panel.py,,test_DOM_CLASS_001__store_surface_does_not_mount_rent_cwi_panel,pass,697,,,,
2026-09-21T22:01:14.198088+00:00,b4a639311,full,tests/dom/class/test_store_surface_no_rent_panel.py::test_DOM_CLASS_001__store_item_form_script_does_not_invoke_rent_renderer,tests/dom/class/test_store_surface_no_rent_panel.py,,test_DOM_CLASS_001__store_item_form_script_does_not_invoke_rent_renderer,pass,0,,,,
2026-09-21T22:01:14.198088+00:00,b4a639311,full,tests/dom/class/test_store_surface_no_rent_panel.py::test_DOM_CLASS_001__store_edit_surface_does_not_mount_rent_cwi_panel,tests/dom/class/test_store_surface_no_rent_panel.py,,test_DOM_CLASS_001__store_edit_surface_does_not_mount_rent_cwi_panel,pass,693,,,,
2026-09-21T22:01:14.198088+00:00,b4a639311,full,tests/dom/core/test_audit_events_append_only.py::test_INV_ARC_016__audit_events_cannot_be_updated,tests/dom/core/test_audit_events_append_only.py,,test_INV_ARC_016__audit_events_cannot_be_updated,pass,42,,,,
2026-09-21T22:01:14.198088+00:00,b4a639311,full,tests/dom/core/test_audit_events_append_only.py::test_INV_ARC_016__audit_events_cannot_be_deleted,tests/dom/core/test_audit_events_append_only.py,,test_INV_ARC_016__audit_events_cannot_be_deleted,pass,2,,,,
2026-09-21T22:01:14.198088+00:00,b4a639311,full,tests/dom/core/test_audit_events_append_only.py::test_INV_ARC_016__universe_destruction_flag_does_not_exempt_audit_events,tests/dom/core/test_audit_events_append_only.py,,test_INV_ARC_016__universe_destruction_flag_does_not_exempt_audit_events,pass,4,,,,
2026-09-21T22:01:14.198088+00:00,b4a639311,full,tests/dom/core/test_audit_events_append_only.py::test_INV_ARC_016__inserts_still_append,tests/dom/core/test_audit_events_append_only.py,,test_INV_ARC_016__inserts_still_append,pass,5,,,,
2026-09-21T22:01:14.198088+00:00,b4a639311,full,tests/dom/core/test_migration_1a4ee2388d62_fix.py::test_conditional_index_drop_logic,tests/dom/core/test_migration_1a4ee2388d62_fix.py,,test_conditional_index_drop_logic,pass,14,,,,
2026-09-21T22:01:14.198088+00:00,b4a639311,full,tests/dom/core/test_migration_1a4ee2388d62_fix.py::test_conditional_index_drop_when_missing,tests/dom/core/test_migration_1a4ee2388d62_fix.py,,test_conditional_index_drop_when_missing,pass,10,,,,
2026-09-21T22:01:14.198088+00:00,b4a639311,full,tests/dom/core/test_migration_1a4ee2388d62_fix.py::test_column_existence_check,tests/dom/core/test_migration_1a4ee2388d62_fix.py,,test_column_existence_check,pass,11,,,,
2026-09-21T22:01:14.198088+00:00,b4a639311,full,tests/dom/core/test_migration_1a4ee2388d62_fix.py::test_both_tables_pattern,tests/dom/core/test_migration_1a4ee2388d62_fix.py,,test_both_tables_pattern,pass,13,,,,
2026-09-21T22:01:14.198088+00:00,b4a639311,full,tests/dom/core/test_migration_idempotency.py::test_column_exists_helper,tests/dom/core/test_migration_idempotency.py,,test_column_exists_helper,pass,10,,,,
2026-09-21T22:01:14.198088+00:00,b4a639311,full,tests/dom/core/test_migration_idempotency.py::test_store_products_consolidation_is_idempotent,tests/dom/core/test_migration_idempotency.py,,test_store_products_consolidation_is_idempotent,pass,730,,,,
